COMMENT_ID,POST_ID,USER_ID,PARENT_COMMENT_ID,CONTENT,COMMENT_TIME,LIKE_COUNT,DISLIKE_COUNT
33,13,13,,私信了,2024-08-04 10:40:32,0,0
34,13,14,,我儿可以吗,2024-08-04 10:40:33,0,0
35,14,15,,我买了个二手电话手表 据说可以自动接视频 等到了试一下 总觉得这些定位器都不准,2024-08-04 10:40:34,0,0
36,14,16,,价位多少啊,2024-08-04 10:40:35,0,0
37,14,17,36,200+后续忘了30-40一年吧。。反正好像也是几家中最便宜的了,2024-08-04 17:42:36,0,0
38,14,18,,真的好用吗 我的大金毛前两天被我爸差点弄丢了 我找了很久 吓死我了,2024-08-04 10:40:37,0,0
39,16,19,,猫咪19日走了，未查到病因。刚整理了下很多全新未用，还有前两天刚给他购入的东西，有兴趣的可私信。,2024-08-04 10:40:38,0,0
40,16,20,,生化报告呢？,2024-08-04 10:40:39,0,0
41,16,11,,我真的发现很多宠物医生的水平真的很差劲，我家宝也是呕吐换了第三家才确诊，然后耽误了最佳治疗时间,2024-08-04 10:40:40,0,0
42,16,12,,我家猫就是胃壁增厚 后来做了穿刺诊断了胃淋巴瘤,2024-08-04 10:40:41,0,0
43,16,13,,感觉是急性传腹 短时间内病毒攻击消化食到肠胃 突变的 白球比数据会滞后,2024-08-04 10:40:42,0,0
44,17,14,,对的，我也刚刚路过，惊讶变成了manner,2024-08-04 10:40:43,0,0
45,17,15,,啊？？？变成manner了？,2024-08-04 10:40:44,0,0
46,17,16,,很好拍的样子,2024-08-04 10:40:45,0,0
47,17,17,,装修的像便利店了，没有之前那家有味道了。,2024-08-04 10:40:46,0,0
48,17,18,,之前是星叭叭那家吧，这是宠物友好店铺,2024-08-04 10:40:47,0,0
49,18,19,,我家有一只小的，丢了5天，都不抱希望了，最后渴了自己出来喝水，至今不知道它到底躲在哪里。,2024-08-04 10:40:48,0,0
50,18,20,,妹妹，昨天作死把乌龟拿到床上，晚上和他睡觉，我不知道，我第二天我就发现乌龟不见了，我问他，他才给我说，妈的，找遍了都没有，该咋办呢？,2024-08-04 10:40:49,0,0
51,18,11,,我家都是自己藏起来 想出来就出来 一只龟的捉迷藏,2024-08-04 10:40:50,0,0
52,18,12,,这个缸，我家也是这个缸，白天出门时还在的。下班回来有一只越狱了找不下,2024-08-04 10:40:51,0,0
53,18,13,,我上次丢的时候丢了一个多星期才找到现在又丢了,2024-08-04 10:40:52,0,0
54,19,14,,好搞笑,2024-08-04 10:40:53,0,0
55,19,15,,跨物种可以吗铁铁,2024-08-04 10:40:54,0,0
56,21,16,,亲亲最后医生诊断什么呀？我家小狗吃饭和便便都正常，就是没有以前活泼了，不知道是不是因为热还是咋滴,2024-08-04 10:40:55,0,0
57,21,17,,小狗最后自己恢复了吗,2024-08-04 10:40:56,0,0
58,21,18,,求助，我家狗也是一个星期前打了狂犬，今天突然变得没精神，不爱玩,2024-08-04 10:40:57,0,0
59,21,19,,我的小狗也是,2024-08-04 10:40:58,0,0
60,21,20,,我的小狗也是。。突然就木木的做啥也慢慢的今早还去查了血液一点问题也没有，我真的要哭死了，我宁愿它像以前一样调皮,2024-08-04 10:40:59,0,0
61,23,11,,谢谢大家的关心！因找不到失主，我这两天已经把小鹦鹉带回厦门家中了。先找了个二手笼子应急，等它状态稳定后再换个横丝的,2024-08-04 10:41:00,0,0
62,23,12,,我们小区有人丢了鹦鹉，找了几天了,2024-08-04 10:41:01,0,0
63,23,13,,我家丢了一只！我有照片,2024-08-04 10:41:02,0,0
64,23,14,,我家也捡了一只，试养了五天了。当时跟它承诺如果没嘎就买设备养起。今天刚下单了笼子和鸟粮,2024-08-04 10:41:03,0,0
65,23,15,,宝！我的好朋友家里养了7只鹦鹉 都是她从小到大手痒起来的 平时出门会给一个专门的房间任意飞 晚上回家了会把门开开鹦鹉们就满天飞哈哈哈 她真的很专业！！如果需要的话可以给我我们都是在一个公司的！,2024-08-04 10:41:04,0,0
66,23,16,,我去，跟我之前养的一模一样，当时我打开窗户，让它看看外面的世界，结果飞出去就不回来了，但是我是3月份的时候在罗湖飞走的,2024-08-04 10:41:05,0,0
67,27,17,,有一次我和朋友说前面那只狗好丑 它转身就来扑我…（当然也有可能是我手里拿着培根三明治,2024-08-04 10:41:06,0,0
68,27,18,,有次在地铁站看见警犬，惊叹了一句“这狗好帅啊！”然后这狗真的回头看我。我怕是巧合，它第二次经过的时候又喊“好帅！”，它又回头 属于非常帅而自知的狗了,2024-08-04 10:41:07,0,0
69,27,19,,这话说我我都不知道是什么意思 没想到输给了一条德国腊肠,2024-08-04 10:41:08,0,0
70,27,20,,楼下老大爷听不懂普通话，摸他家柯基的时候用普通话说一句小煤气罐你好，柯基瞬间翻脸,2024-08-04 10:41:09,0,0
71,28,11,,我的狗在村里，丢了两天了。还可以回来吗,2024-08-04 10:41:10,0,0
72,28,12,,接好运！！希望我的狗狗能快点回家，至少能活着,2024-08-04 10:41:11,0,0
73,28,13,,接好运！！！！,2024-08-04 10:41:12,0,0
74,28,14,,接花卷回来,2024-08-04 10:41:13,0,0
75,28,15,,接好运 小狗快快回家,2024-08-04 10:41:14,0,0
76,28,16,,我的狗丢了 余杭区赞成美树附近,2024-08-04 10:41:15,0,0
77,29,17,,amazing,2024-08-04 10:41:16,0,0
78,29,18,,儿大找媳妇了,2024-08-04 10:41:17,0,0
79,31,19,,窝里横，在外面洗澡老实得很，家里就不行，洗个爪子都不行,2024-08-04 10:41:18,0,0
80,31,20,,猫猫生气,2024-08-04 10:41:19,0,0
81,31,11,,猫猫好可爱,2024-08-04 10:41:20,0,0
82,31,12,,我的猫猫坐盆子里面(高的洗衣盆刚好露个猫头)每次才放进去他就开始斜我过一会就泡爽了没啥事了,2024-08-04 10:41:21,0,0
83,31,13,,笑死了，洗完澡眼直接大了两倍,2024-08-04 10:41:22,0,0
84,31,14,,哈哈哈哈哈哈哈哈生一场花五千块钱但是不死的病,2024-08-04 10:41:23,0,0
85,33,15,,狗都开始读书了,2024-08-04 10:41:24,0,0
86,33,16,85,我还有什么资格不努力,2024-08-04 10:48:25,0,0
87,33,17,,爱撕咬玩具的大型犬是不是不太适合,2024-08-04 10:41:26,0,0
88,33,18,,2分钟稀巴烂,2024-08-04 10:41:27,0,0
89,33,19,,柴犬会喜欢吗？不是很了解 但是想送朋友,2024-08-04 10:41:28,0,0
90,33,20,89,在里面塞它喜欢的零食就会去玩的,2024-08-04 12:41:29,0,0
91,34,11,,刷到的宝子，有什么养猫问题可以甩在评论区,2024-08-04 10:41:30,0,0
92,37,12,,猫瘟不吃不喝不拉不吐怎么办,2024-08-04 10:41:31,0,0
93,37,13,92,确诊猫瘟了吗，确诊的话只能强喂，建议喂处方罐头。然后看指标，输液打针。喂不进去，严重就是鼻饲管，不然可以考虑输蛋白。前提是你有血常规或者生化指标，确诊了猫瘟。如果你遇到的是庸医，建议转院。,2024-08-04 13:51:32,0,0
94,37,14,,猫瘟：消炎，止吐止泻，补血，蛋白，调节离子（具体看指标输液,2024-08-04 10:41:33,0,0
95,37,15,,生病期间不吃不喝：强灌，鼻饲管，输蛋白,2024-08-04 10:41:34,0,0
96,37,16,,吐：吃异物，肠胃不适，感冒着凉，菌群，排泄体内的毛球，吐白沫是中毒/刺激口腔黏膜,2024-08-04 10:41:35,0,0
97,38,17,,做小程序商城的要注册哪一些呢,2024-08-04 10:41:36,0,0
98,38,18,97,您是注册哪个地区和平台呢,2024-08-04 21:31:37,0,0
99,42,19,,哈哈哈哈太好笑了好像一只蛤蟆,2024-08-04 10:41:38,0,0
100,42,20,,这不是最可怕的，是排除完所有它可能做的坏事，还发现它在抖的时候，那一夜都睡不安稳，就跟埋雷没扫到的感觉。我知道，因为我有朋友新手养狗，她就这样,2024-08-04 10:41:39,0,0
101,42,11,,我家狗那天一个小时特别安静，后来发现她把家里没洗的锅碗都舔了一遍，都舔反光了……,2024-08-04 10:41:40,0,0
102,42,12,,想起来有天回家，小狗特别殷勤，就是那种特别谄媚的眼神！然后就在沙发上发现了三个包装袋……,2024-08-04 10:41:41,0,0
103,42,13,,我家这个表情一般就是要么吐地下了要么把厨房垃圾桶研究了一遍要么把阳台花给我啃喽，反正没好事,2024-08-04 10:41:42,0,0
104,43,14,,买什么水碗，直接把我的杯子给他了，一天喝个十几次,2024-08-04 10:41:43,0,0
105,43,15,,养猫第一年 我直接用洗洁精给猫洗澡 因为洗洁精是可以食用的 更安全 而且特别好用,2024-08-04 10:41:44,0,0
106,43,16,,我捡了个天使猫，爱喝水不挑食会埋屎，很少叫，有需求了才会张嘴轻轻啊一声，这是昨天生娃的时候喊我帮她,2024-08-04 10:41:45,0,0
107,43,17,,这是我真正需要的养猫贴 而不是一堆广告和精致排版一堆抄来抄去的p话,2024-08-04 10:41:46,0,0
108,43,18,,能不能有商家出一些原理类似但是好看的，我实在受不了这么丑的东西放在我家里,2024-08-04 10:41:47,0,0
109,47,19,,他们看缅因跟我们看蜡笔小新园长是一样的嘛,2024-08-04 10:41:48,0,0
110,47,20,,布偶能不能亲死，太可爱了,2024-08-04 10:41:49,0,0
111,49,11,,请问多少钱入的，抖音现在279，纠结中,2024-08-04 10:41:50,0,0
112,49,12,111,279比我买的便宜 我饮水机喂食器都300+,2024-08-04 17:41:51,0,0
113,49,13,,现在感觉咋样啊？？推荐么！！,2024-08-04 10:41:52,0,0
114,49,14,113,推荐 没有坏过 解放双手,2024-08-04 17:43:53,0,0
115,49,15,,蹲个饮水机使用反馈，喂食器真的好用的 买了两个了,2024-08-04 10:41:54,0,0
116,49,16,,这个喂水的最好注意一下，我买了退了，三天滤芯就黑了，店家说正常，然后就生虫子了，后来我去看评论发现不是个例,2024-08-04 10:41:55,0,0
117,49,17,,什么牌子的啊,2024-08-04 10:41:56,0,0
118,50,18,,跟你一样，我也每天给狗厕所和狗笼子喷喷除臭，这样就没异味了，而且还能减少细菌呢,2024-08-04 10:41:57,0,0
119,50,19,,二个月的小奶狗用什么零食奖励,2024-08-04 10:41:58,0,0
120,50,20,119,狗粮，别喂太早零食,2024-08-04 12:21:59,0,0
121,50,11,,叫狗狗名字，有吃的才过来，没吃的就不过来该怎么办？,2024-08-04 10:42:00,0,0
122,50,12,,四十天的小狗能吃零食吗,2024-08-04 10:42:01,0,0
123,50,13,122,最好不要，我家不到50天接回家，最好不要相信所有卖零食的，为了训练，吃了宠物火腿肠，开始挑食不吃泡软狗粮，三四天不涨斤两，好在长牙了，吃干粮，现在50几天了，只为干粮，吃饱了再喝水，或者羊奶粉。千万不要急于喂零食。,2024-08-04 14:42:02,0,0
124,51,14,,"仓鼠不便宜,就相当于在重庆，新世界百货大楼有一个卖仓鼠的，有的仓鼠288，这叫便宜？还有笼子，洗澡沙，冬天保暖用的纸棉，还有木屑，还要给小仓鼠买磨牙棒，还有给他添加蛋白质，买面包虫，还有小跨栏，小桌面，夏天用的床",2024-08-04 10:42:03,0,0
125,51,15,,都不便宜，只要你用心养给他置办的东西会越来越多，想给他们更好的,2024-08-04 10:42:04,0,0
126,51,16,,不建议养仓鼠，仓鼠用品是真的贵。学生党可能负担不起。还有就是要给仓鼠买40cm的笼子或者60cm笼子有点占空间。并且养在宿舍的话晚上声音很大，因为它会晚上活动。并且学校有可能会定期灭鼠，他们可能会被杀掉。,2024-08-04 10:42:05,0,0
127,51,17,,巴西龟新手养不活的,2024-08-04 10:42:06,0,0
128,51,18,,强烈推荐养斗鱼啊，特别好养活而且颜色鲜艳，每一条都很特别，可以养在各种各样的小瓶子里面,2024-08-04 10:42:07,0,0
129,52,19,,比我养仓鼠还便宜,2024-08-04 10:42:08,0,0
130,52,20,,是什么品种啊,2024-08-04 10:42:09,0,0
131,53,11,,养猫以后，手机里除了花就是猫，没有一张自己的照片了哈哈,2024-08-04 10:42:10,0,0
132,53,12,,世界上不能没有小猫咪,2024-08-04 10:42:11,0,0
133,53,13,,这简直就是亲妈滤镜一百层好吧 送过来给我仔细看看 我才能用我的角度说真话,2024-08-04 10:42:12,0,0
134,53,14,,送我啊啊啊啊这么可爱的猫我就不能有一只吗,2024-08-04 10:42:13,0,0
135,53,15,,真的可爱 嘟嘟嘟嘟嘟！,2024-08-04 10:42:14,0,0
136,53,16,,可以用你的猫当头像吗，实在太可爱了,2024-08-04 10:42:15,0,0
137,54,17,,发这个帖也是想通过自己的力量提醒一下网友要注意这种意外，也要提醒自己爸妈，照片是邻居小孩子拍的发在业主群里的，要是所有这样的事发出来都被定义为蹭流量，大家都不宣传，这样的意外难道不会越来越多吗,2024-08-04 10:42:16,0,0
138,54,18,,我有一次回家进电梯，一个泰迪突然冲进来，结果绳子巨长，甚至我都看不见主人在哪里，电梯门关上的一刹那我立马把门按开了，主人过了几秒才慢悠悠走过来，看我反应很大，还说了句，没事狗不咬人，我说这不是咬不咬人的问题，我再晚按一秒电梯往上走了它就得被勒亖,2024-08-04 10:42:17,0,0
139,54,19,,主人的智商决定宠物的命有多长（这里不指任何人，只是感叹）,2024-08-04 10:42:18,0,0
140,54,20,,我最担心的事情，我有两次也是我都脚放那让狗进电梯了刷牌，结果我人进去一瞬间他大屁股起来跑了出去我吓死,2024-08-04 10:42:19,0,0
141,54,11,,我天 幸好没事 吓死了 上次我妈妈还救了一只狗狗，也是电梯这样上去了 她立刻给送了卡扣,2024-08-04 10:42:20,0,0
142,55,12,,还挺正经......谈判气势不错呢小猫,2024-08-04 10:42:21,0,0
143,55,13,,都静一静！听喵领导讲话,2024-08-04 10:42:22,0,0
144,55,14,,说吧，不上班那拿什么养我？,2024-08-04 10:42:23,0,0
145,55,15,,它好像个法官,2024-08-04 10:42:24,0,0
146,55,16,,判官大人 您好,2024-08-04 10:42:25,0,0
147,55,17,,可爱宝宝！！,2024-08-04 10:42:26,0,0
148,56,18,,它怎么长得跟jellycat一模一样啊啊啊啊啊啊,2024-08-04 10:42:27,0,0
149,56,19,,绿袋子居然还有粉的,2024-08-04 10:42:28,0,0
150,56,20,,姐妹俺能抱走当头像吗，我好喜欢！！！！！他好可爱啊啊啊啊啊啊啊啊！！！！！,2024-08-04 10:42:29,0,0
151,56,11,,啊啊啊啊啊好可爱,2024-08-04 10:42:30,0,0
152,57,12,,我们在玉溪这有一只猫猫，疑似被虐待过，脚上断的，在红塔区泰安路附近，求救助，比较怕人，我们喂了肠，小家伙饿坏了(拜托置顶小猫需要帮助)它的脚已经踩扁了不能再托了，我是昆明的来这边体校训练所以没办法把它带去治疗,2024-08-04 10:42:31,0,0
153,57,13,,总觉得这种给虐猫变态提供了便利,2024-08-04 10:42:32,0,0
154,57,14,,每次看到这种国内关于科技赋能精神人文文明的博文心情就很愉悦，总比晒暴富晒美晒强的题材更合适我,2024-08-04 10:42:33,0,0
155,57,15,,这种的领养审核严格嘛？好怕被虐猫的盯上,2024-08-04 10:42:34,0,0
156,57,16,,在深圳6年，真的是一座宠物友好城市，这一点上来说我爱深圳！,2024-08-04 10:42:35,0,0
157,58,17,,家里有狗可以养鸟吗？最近想买，可是没有养过。,2024-08-04 10:42:36,0,0
158,58,18,157,决定笼养还是手养呢，手养会亲人一些，但是要放飞出来玩。有狗狗可能会影响鸟玩耍。笼养就不用担心啦，在笼子里很安全,2024-08-04 13:22:37,0,0
159,59,19,,小浣熊干脆面,2024-08-04 10:42:38,0,0
160,59,20,,他们真的很爱翻别人东西，认识第一天就翻遍所有柜子，跟入室抢劫小偷一样,2024-08-04 10:42:39,0,0
161,59,11,160,这个动物的精力特别旺盛，所以需要一些玩具来分散精力，或者陪他玩,2024-08-04 15:12:40,0,0
162,59,12,,它咬人，而且养不熟，这点是最重要的,2024-08-04 10:42:41,0,0
163,60,13,,怎么会有人给猫猫取名叫憨批的呀，原来是我,2024-08-04 10:42:42,0,0
164,60,14,,黄金999,2024-08-04 10:42:43,0,0
165,61,15,,不我没它可爱,2024-08-04 10:42:44,0,0
166,61,16,165,你有,2024-08-04 10:46:45,0,0
167,61,17,,我就知道喜欢是一种感觉，我就喜欢冷白皮斯文学术阳光型,2024-08-04 10:42:46,0,0
168,61,18,,不知道为什么感觉这张长的好像许光汉哈哈哈哈哈哈（没有在骂我不是黑粉，宝宝很可爱许光汉也很帅！！）,2024-08-04 10:42:47,0,0
169,61,19,,姐妹礼貌拿图做头像好可爱太可爱啦,2024-08-04 10:42:48,0,0
170,62,20,,吃点益生菌吧~柯基肠胃就是脆弱吃太好又不行~吃太饱又不行,2024-08-04 10:42:49,0,0
171,62,11,,柯基的肠胃不好是常态。吃东西简单就行了。吃的多，乱吃都不行。以后常备着土霉素，蒙脱石吧。人的药减小剂量都可以。上次我家狗子感染了寄生虫，给的药就是甲硝唑。我后来就自己在网上买了两瓶备着。不过，要先去医院化验一下，到底是什么原因。,2024-08-04 10:42:50,0,0
172,62,12,,去查查犬瘟细小 宝贝要好好的,2024-08-04 10:42:51,0,0
173,62,13,,小心狗瘟，赶紧送医院去扎针,2024-08-04 10:42:52,0,0
174,62,14,,还没立耳的柯基应该很小，估计也没打疫苗，细小可能性不低的,2024-08-04 10:42:53,0,0
175,62,15,,好可爱的宝宝，希望她快点好起来,2024-08-04 10:42:54,0,0
176,63,16,,0元购，20岁了。今年刚做了口腔淋癌切除，后面继续化疗。它自己都没放弃，我也不会找借口放弃它，它是家人，也是最棒的小猫。,2024-08-04 10:42:55,0,0
177,63,17,,我家病秧子天生体质差 三岁了一年涨一万,2024-08-04 10:42:56,0,0
178,63,18,,我养了20几年的狗，自从知道宠物保险就一直推荐身边人买，但是我周围的人都不愿意买我也不知道为啥……然后一生病就千把块，他们又来和我说早知道就买保险了，小几百块钱，不就是一顿饭钱嘛,2024-08-04 10:42:57,0,0
179,63,19,,医院也不是傻都能治 我去医院通了2次便前前后后就折腾了5 6000,2024-08-04 10:42:58,0,0
180,64,20,,行军床我狗子不睡，我给它买的弹簧狗床垫,2024-08-04 10:42:59,0,0
181,65,11,,请问大号大概多大呀40吗，我还刷到了一个超大号,2024-08-04 10:43:00,0,0
182,65,12,,不用太大 按猫猫体型来 太大了换猫砂也很费猫砂的,2024-08-04 10:43:01,0,0
183,65,13,,两个月大就可以这么养吗？,2024-08-04 10:43:02,0,0
184,69,14,,我家的是小流浪送回来的 我遇见小流浪求它帮我找找 最后我都要放弃了 小流浪给我送回来了 我给小流浪猫粮吃了,2024-08-04 10:43:03,0,0
185,69,15,,家猫之前跑出去，我家在六楼，全家总动员，一个从一楼爬到15楼，一个从28楼下到15楼，没找到！！！我一个孕妇不信邪从六楼爬上爬下他喵的，结果那死猫跑19楼一个漂亮小姐姐家里赖着不出来！！小姐姐在业主群问主人是谁，我上去抓，那死猫居然抗拒！！！它不想跟我回家，还跑气死我了，抓回去狠狠揍了一顿,2024-08-04 10:43:04,0,0
186,69,16,,你运气太好了，之前我家狗丢了，我也到处发，结果遇到诈骗犯说狗被他们绑架了，让我打三万块钱,2024-08-04 10:43:05,0,0
187,69,17,,小胖子：嘿嘿我身价又涨了,2024-08-04 10:43:06,0,0
188,70,18,,我也是。两只猫一共11kg，费用338+40打包。已安全到家,2024-08-04 10:43:07,0,0
189,70,19,,姐妹你好，机场有查免疫证吗,2024-08-04 10:43:08,0,0
190,70,20,,姐妹请问箱子外面的网是一定需要自备的吗？,2024-08-04 10:43:09,0,0
191,70,11,,蹲一个友友 哈尔滨托运到上海 2斤猫一般价格多少,2024-08-04 10:43:10,0,0
192,72,12,,宠物保姆车，全国都能去，还有实时监控或者人宠同行,2024-08-04 10:43:11,0,0
193,72,13,,我男朋友工作变动 从兰州来上海 两只猫托运还没想好怎么办,2024-08-04 10:43:12,0,0
194,73,14,,开了半年了 受得伤超乎你的想象 如果只是靠喜欢是不长久的 这个行业没有别人想的那么暴利 都是辛苦钱而已,2024-08-04 10:43:13,0,0
195,73,15,,我现在做宠物医院前台。你要想问什么可以找我聊聊,2024-08-04 10:43:14,0,0
196,73,16,195,你好，我刚刚看了一个宠物前台（需要卫生清洁，每日宠物生活区域，店铺卫生清洁，前台相关工作，宠物喂养，遛弯）括号里是他告诉我的工作内容，时间早九晚八。请问卫生清洁包括换猫砂啊洗笼子铲屎这些吗？,2024-08-06 11:43:15,0,0
197,73,17,,你是觉得宠物行业门槛低很好做对吗,2024-08-04 10:43:16,0,0
198,73,18,,今天去面试一家宠物店，说我没经验只有1k2，这种情况要持续至少一年，我说我考虑考虑，他回:你很缺钱吗,2024-08-04 10:43:17,0,0
199,73,19,,我现在是不建议去宠物医院，你要是想当当前台可以，别的就算了，我跑了,2024-08-04 10:43:18,0,0
200,74,20,,行李也可以正常携带？,2024-08-04 10:43:19,0,0
201,74,11,200,可以带，但是得沟通一下。我带狗去广东的那次就是，行李很多，提前沟通了，可以带的。行程备注里可以选择有大件行李。如果选不了，就是跟车主在APP的沟通页面对话沟通。,2024-08-04 14:23:20,0,0
202,74,12,,什么软件？,2024-08-04 10:43:21,0,0
203,74,13,202,滴滴和哈罗,2024-08-04 10:48:22,0,0
204,77,14,,但是我觉得不好玩,2024-08-04 10:43:23,0,0
205,77,15,,你买多少钱？我们这边专门撸宠物收门票的店卖1只3千，钱倒还好说关键是这东西会不会容易生病？会不会咬人？需要打疫苗吗？我们这边小县城不知道有没有可以给土拨鼠看病了，而且我现在孕期特别害怕养了被咬一口会不会有事,2024-08-04 10:43:24,0,0
206,77,16,,土拨鼠我推荐你们养母的，公的发情期比较凶，而且公的总体上没有母的好，公的没有母那么粘人听话,2024-08-04 10:43:25,0,0
207,77,17,,提问一下黑尾和普通的国产有区别吗,2024-08-04 10:43:26,0,0
208,78,18,,多少钱一只，可以发视频看看吗,2024-08-04 10:43:27,0,0
209,78,19,208,私我,2024-08-04 10:53:28,0,0
210,78,20,,多少钱,2024-08-04 10:43:29,0,0
211,78,11,210,私我,2024-08-04 10:54:30,0,0
212,79,12,,哈哈哈 她的表情 感觉叫你退下吧,2024-08-04 10:43:31,0,0
213,79,13,,姐姐怎么还不走人家要和哥哥睡觉觉了,2024-08-04 10:43:32,0,0
214,79,14,,你是多余的 快走吧,2024-08-04 10:43:33,0,0
215,79,15,,这个表情好像在说，今晚你睡那屋吧,2024-08-04 10:43:34,0,0
216,79,16,,你不在的时候 她会化身成人,2024-08-04 10:43:35,0,0
217,80,17,,博主我说句实话，你别不开心！猫咪真的不能太胖！！！不然会诱发心脏、肾脏、胰腺很多很多疾病。节哀,2024-08-04 10:43:36,0,0
218,80,18,,当初养它已经做好了它会离开我的准备，没想到真的到这一刻的时候有这么痛苦 现在唯一能留住它的只有这个挂牌,2024-08-04 10:43:37,0,0
219,80,19,,快5岁了，一直维持在16斤。有没有什么有效的减肥办法,2024-08-04 10:43:38,0,0
220,80,20,,我家2岁了才7斤多把我愁死了，咋吃都吃不胖,2024-08-04 10:43:39,0,0
221,80,11,,养猫人真的好能共情，每次看到这种帖子都很难过，我的猫去年是玩着逗猫棒的时候突然倒地，口吐白沫浑身抽搐，我直接吓坏了，过了三十秒等她不抽搐的时候我抱着她直奔医院。医院就离我家二百米，一路边跑边哭，眼泪鼻涕四处乱飞，万幸最后救下来了。,2024-08-04 10:43:40,0,0
